Unique ID, Manufacturer, Chemistry, Voltage (Volts)
123456789WB SR 1WB Lion Battery, WB SR 1, Lithium Ion, 8.372

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2022-04-07, 17:40:38, OK, 32%, 4.04, 4654, -8524, , 7.392, -8524, 32.0%, , , , , , , , , , , , 
2022-04-07, 17:40:49, OK, 32%, 4.04, 4654, -8524, , 7.402, -8524, 32.0%, , , , , , , , , , , , 
2022-04-07, 17:40:59, OK, 32%, 4.04, 4654, -8524, , 7.364, -8524, 32.0%, , , , , , , , , , , , 
2022-04-07, 17:41:09, OK, 32%, 4.04, 4654, -8524, , 7.376, -8524, 32.0%, , , , , , , , , , , , 
2022-04-07, 17:41:19, OK, 32%, 4.04, 4654, -9738, , 7.380, -9738, 32.0%, , , , , , , , , , , , 
2022-04-07, 17:41:29, OK, 32%, 4.04, 4654, -8524, , 7.388, -8524, 32.0%, , , , , , , , , , , , 
2022-04-07, 17:41:39, OK, 32%, 4.04, 4654, -8524, , 7.384, -8524, 32.0%, , , , , , , , , , , , 
2022-04-07, 17:41:49, OK, 32%, 4.04, 4654, -8524, , 7.386, -8524, 32.0%, , , , , , , , , , , , 
2022-04-07, 17:41:59, OK, 32%, 4.04, 4654, -8524, , 7.394, -8524, 32.0%, , , , , , , , , , , , 
2022-04-07, 17:42:09, OK, 32%, 4.04, 4654, -8524, , 7.398, -8524, 32.0%, , , , , , , , , , , , 
2022-04-07, 17:42:19, OK, 31%, 4.17, 4650, -8258, , 7.382, -8258, 31.0%, , , , , , , , , , , , 
2022-04-07, 17:42:29, OK, 31%, 4.17, 4650, -8258, , 7.394, -8258, 31.0%, , , , , , , , , , , , 
2022-04-07, 17:42:39, OK, 31%, 4.17, 4650, -8258, , 7.396, -8258, 31.0%, , , , , , , , , , , , 
2022-04-07, 17:42:49, OK, 31%, 4.17, 4650, -8258, , 7.388, -8258, 31.0%, , , , , , , , , , , , 
2022-04-07, 17:42:59, OK, 31%, 4.17, 4650, -8258, , 7.396, -8258, 31.0%, , , , , , , , , , , , 
2022-04-07, 17:43:09, OK, 31%, 4.17, 4650, -8258, , 7.380, -8258, 31.0%, , , , , , , , , , , , 
2022-04-07, 17:43:19, OK, 31%, 4.17, 4650, -8258, , 7.388, -8258, 31.0%, , , , , , , , , , , , 
2022-04-07, 17:43:29, OK, 31%, 4.17, 4650, -8258, , 7.390, -8258, 31.0%, , , , , , , , , , , , 
2022-04-07, 17:43:39, OK, 31%, 4.17, 4650, -9435, , 7.384, -9435, 31.0%, , , , , , , , , , , , 
2022-04-07, 17:43:49, OK, 31%, 4.17, 4650, -9435, , 7.388, -9435, 31.0%, , , , , , , , , , , , 
2022-04-07, 17:43:59, OK, 31%, 4.17, 4650, -8258, , 7.388, -8258, 31.0%, , , , , , , , , , , , 
2022-04-07, 17:44:09, OK, 31%, 4.17, 4650, -8258, , 7.402, -8258, 31.0%, , , , , , , , , , , , 
2022-04-07, 17:44:19, OK, 31%, 4.17, 4650, -9435, , 7.386, -9435, 31.0%, , , , , , , , , , , , 
2022-04-07, 17:44:29, OK, 31%, 4.17, 4650, -8258, , 7.394, -8258, 31.0%, , , , , , , , , , , , 
2022-04-07, 17:44:39, OK, 31%, 4.17, 4650, -9435, , 7.388, -9435, 31.0%, , , , , , , , , , , , 
2022-04-07, 17:44:49, OK, 31%, 4.17, 4650, -8258, , 7.398, -8258, 31.0%, , , , , , , , , , , , 
2022-04-07, 17:44:59, OK, 30%, 3.89, 4201, -9131, , 7.388, -9131, 30.0%, , , , , , , , , , , , 
2022-04-07, 17:45:09, OK, 30%, 3.89, 4201, -9131, , 7.390, -9131, 30.0%, , , , , , , , , , , , 
2022-04-07, 17:45:19, OK, 30%, 3.89, 4201, -9131, , 7.402, -9131, 30.0%, , , , , , , , , , , , 
2022-04-07, 17:45:29, OK, 30%, 3.89, 4201, -9131, , 7.400, -9131, 30.0%, , , , , , , , , , , , 
2022-04-07, 17:45:39, OK, 30%, 3.89, 4201, -9131, , 7.372, -9131, 30.0%, , , , , , , , , , , , 
2022-04-07, 17:45:49, OK, 30%, 3.89, 4201, -9131, , 7.378, -9131, 30.0%, , , , , , , , , , , , 
2022-04-07, 17:45:59, OK, 30%, 3.89, 4201, -9131, , 7.346, -9131, 30.0%, , , , , , , , , , , , 
2022-04-07, 17:46:09, OK, 30%, 3.89, 4201, -9131, , 7.374, -9131, 30.0%, , , , , , , , , , , , 
2022-04-07, 17:46:19, OK, 30%, 3.89, 4201, -7992, , 7.392, -7992, 30.0%, , , , , , , , , , , , 
2022-04-07, 17:46:29, OK, 30%, 3.89, 4201, -7992, , 7.398, -7992, 30.0%, , , , , , , , , , , , 
2022-04-07, 17:46:39, OK, 30%, 3.89, 4201, -7992, , 7.392, -7992, 30.0%, , , , , , , , , , , , 
2022-04-07, 17:46:49, OK, 30%, 3.89, 4201, -7992, , 7.394, -7992, 30.0%, , , , , , , , , , , , 
2022-04-07, 17:46:59, OK, 30%, 3.89, 4201, -9131, , 7.378, -9131, 30.0%, , , , , , , , , , , , 
2022-04-07, 17:47:09, OK, 30%, 3.89, 4201, -9131, , 7.392, -9131, 30.0%, , , , , , , , , , , , 
2022-04-07, 17:47:19, OK, 30%, 3.89, 4201, -9131, , 7.374, -9131, 30.0%, , , , , , , , , , , , 
2022-04-07, 17:47:29, OK, 29%, 3.89, 4060, -8828, , 7.370, -8828, 29.0%, , , , , , , , , , , , 
2022-04-07, 17:47:39, OK, 29%, 3.89, 4060, -8828, , 7.396, -8828, 29.0%, , , , , , , , , , , , 
2022-04-07, 17:47:49, OK, 29%, 3.89, 4060, -8828, , 7.374, -8828, 29.0%, , , , , , , , , , , , 
2022-04-07, 17:47:59, OK, 29%, 3.89, 4060, -8828, , 7.382, -8828, 29.0%, , , , , , , , , , , , 
2022-04-07, 17:48:09, OK, 29%, 3.89, 4060, -8828, , 7.392, -8828, 29.0%, , , , , , , , , , , , 
2022-04-07, 17:48:19, OK, 29%, 3.89, 4060, -8828, , 7.386, -8828, 29.0%, , , , , , , , , , , , 
2022-04-07, 17:48:29, OK, 29%, 3.89, 4060, -8828, , 7.394, -8828, 29.0%, , , , , , , , , , , , 
2022-04-07, 17:48:39, OK, 29%, 3.89, 4060, -8828, , 7.372, -8828, 29.0%, , , , , , , , , , , , 
2022-04-07, 17:48:49, OK, 29%, 3.89, 4060, -8828, , 7.378, -8828, 29.0%, , , , , , , , , , , , 
2022-04-07, 17:48:59, OK, 29%, 3.89, 4060, -8828, , 7.386, -8828, 29.0%, , , , , , , , , , , , 
2022-04-07, 17:49:09, OK, 29%, 3.89, 4060, -8828, , 7.346, -8828, 29.0%, , , , , , , , , , , , 
2022-04-07, 17:49:19, OK, 29%, 3.89, 4060, -8828, , 7.374, -8828, 29.0%, , , , , , , , , , , , 
2022-04-07, 17:49:29, OK, 29%, 3.89, 4060, -8828, , 7.384, -8828, 29.0%, , , , , , , , , , , , 
2022-04-07, 17:49:39, OK, 29%, 3.89, 4060, -8828, , 7.384, -8828, 29.0%, , , , , , , , , , , , 
2022-04-07, 17:49:49, OK, 29%, 3.89, 4060, -8828, , 7.388, -8828, 29.0%, , , , , , , , , , , , 
2022-04-07, 17:49:59, OK, 28%, 4.02, 4055, -8828, , 7.376, -8828, 28.0%, , , , , , , , , , , , 
2022-04-07, 17:50:09, OK, 28%, 4.02, 4055, -8524, , 7.398, -8524, 28.0%, , , , , , , , , , , , 
2022-04-07, 17:50:19, OK, 28%, 4.02, 4055, -7459, , 7.390, -7459, 28.0%, , , , , , , , , , , , 
2022-04-07, 17:50:29, OK, 28%, 4.02, 4055, -8524, , 7.384, -8524, 28.0%, , , , , , , , , , , , 
2022-04-07, 17:50:39, OK, 28%, 4.02, 4055, -8524, , 7.378, -8524, 28.0%, , , , , , , , , , , , 
2022-04-07, 17:50:49, OK, 28%, 4.02, 4055, -8524, , 7.376, -8524, 28.0%, , , , , , , , , , , , 
2022-04-07, 17:50:59, OK, 28%, 4.02, 4055, -8524, , 7.376, -8524, 28.0%, , , , , , , , , , , , 
2022-04-07, 17:51:09, OK, 28%, 4.02, 4055, -8524, , 7.366, -8524, 28.0%, , , , , , , , , , , , 
2022-04-07, 17:51:19, OK, 28%, 4.02, 4055, -8524, , 7.392, -8524, 28.0%, , , , , , , , , , , , 
2022-04-07, 17:51:29, OK, 28%, 4.02, 4055, -8524, , 7.388, -8524, 28.0%, , , , , , , , , , , , 
2022-04-07, 17:51:39, OK, 28%, 4.02, 4055, -8524, , 7.382, -8524, 28.0%, , , , , , , , , , , , 
2022-04-07, 17:51:49, OK, 28%, 4.02, 4055, -8524, , 7.376, -8524, 28.0%, , , , , , , , , , , , 
2022-04-07, 17:51:59, OK, 28%, 4.02, 4055, -8524, , 7.386, -8524, 28.0%, , , , , , , , , , , , 
2022-04-07, 17:52:09, OK, 28%, 4.02, 4055, -8524, , 7.386, -8524, 28.0%, , , , , , , , , , , , 
2022-04-07, 17:52:19, OK, 28%, 4.02, 4055, -8524, , 7.364, -8524, 28.0%, , , , , , , , , , , , 
2022-04-07, 17:52:29, OK, 28%, 4.02, 4055, -8524, , 7.376, -8524, 28.0%, , , , , , , , , , , , 
2022-04-07, 17:52:39, OK, 28%, 4.02, 4055, -9945, , 7.352, -9945, 28.0%, , , , , , , , , , , , 
2022-04-07, 17:52:49, OK, 27%, 3.57, 3471, -8214, , 7.382, -8214, 27.0%, , , , , , , , , , , , 
2022-04-07, 17:52:59, OK, 27%, 3.57, 3471, -8214, , 7.374, -8214, 27.0%, , , , , , , , , , , , 
2022-04-07, 17:53:09, OK, 27%, 3.57, 3471, -8214, , 7.376, -8214, 27.0%, , , , , , , , , , , , 
2022-04-07, 17:53:19, OK, 27%, 3.57, 3471, -8214, , 7.338, -8214, 27.0%, , , , , , , , , , , , 
2022-04-07, 17:53:29, OK, 27%, 3.57, 3471, -8214, , 7.372, -8214, 27.0%, , , , , , , , , , , , 
2022-04-07, 17:53:39, OK, 27%, 3.57, 3471, -8214, , 7.358, -8214, 27.0%, , , , , , , , , , , , 
2022-04-07, 17:53:49, OK, 27%, 3.57, 3471, -8214, , 7.388, -8214, 27.0%, , , , , , , , , , , , 
2022-04-07, 17:53:59, OK, 27%, 3.57, 3471, -8214, , 7.388, -8214, 27.0%, , , , , , , , , , , , 
2022-04-07, 17:54:09, OK, 27%, 3.57, 3471, -7192, , 7.384, -7192, 27.0%, , , , , , , , , , , , 
2022-04-07, 17:54:19, OK, 27%, 3.57, 3471, -7192, , 7.388, -7192, 27.0%, , , , , , , , , , , , 
2022-04-07, 17:54:29, OK, 27%, 3.57, 3471, -8214, , 7.380, -8214, 27.0%, , , , , , , , , , , , 
2022-04-07, 17:54:39, OK, 27%, 3.57, 3471, -8214, , 7.382, -8214, 27.0%, , , , , , , , , , , , 
2022-04-07, 17:54:49, OK, 27%, 3.57, 3471, -8214, , 7.352, -8214, 27.0%, , , , , , , , , , , , 
2022-04-07, 17:54:59, OK, 27%, 3.57, 3471, -8214, , 7.364, -8214, 27.0%, , , , , , , , , , , , 
2022-04-07, 17:55:09, OK, 27%, 3.57, 3471, -8214, , 7.378, -8214, 27.0%, , , , , , , , , , , , 
2022-04-07, 17:55:19, OK, 27%, 3.57, 3471, -8214, , 7.384, -8214, 27.0%, , , , , , , , , , , , 
2022-04-07, 17:55:29, OK, 26%, 4.32, 4047, -7910, , 7.388, -7910, 26.0%, , , , , , , , , , , , 
2022-04-07, 17:55:39, OK, 26%, 4.32, 4047, -7910, , 7.374, -7910, 26.0%, , , , , , , , , , , , 
2022-04-07, 17:55:49, OK, 26%, 4.32, 4047, -7910, , 7.366, -7910, 26.0%, , , , , , , , , , , , 
2022-04-07, 17:55:59, OK, 26%, 4.32, 4047, -7910, , 7.382, -7910, 26.0%, , , , , , , , , , , , 
2022-04-07, 17:56:09, OK, 26%, 4.32, 4047, -7910, , 7.368, -7910, 26.0%, , , , , , , , , , , , 
2022-04-07, 17:56:19, OK, 26%, 4.32, 4047, -7910, , 7.368, -7910, 26.0%, , , , , , , , , , , , 
2022-04-07, 17:56:29, OK, 26%, 4.32, 4047, -7910, , 7.378, -7910, 26.0%, , , , , , , , , , , , 
2022-04-07, 17:56:39, OK, 26%, 4.32, 4047, -7910, , 7.362, -7910, 26.0%, , , , , , , , , , , , 
2022-04-07, 17:56:49, OK, 26%, 4.32, 4047, -7910, , 7.380, -7910, 26.0%, , , , , , , , , , , , 
2022-04-07, 17:56:59, OK, 26%, 4.32, 4047, -7910, , 7.378, -7910, 26.0%, , , , , , , , , , , , 
2022-04-07, 17:57:09, OK, 26%, 4.32, 4047, -7910, , 7.374, -7910, 26.0%, , , , , , , , , , , , 
2022-04-07, 17:57:19, OK, 26%, 4.32, 4047, -7910, , 7.372, -7910, 26.0%, , , , , , , , , , , , 
2022-04-07, 17:57:29, OK, 26%, 4.32, 4047, -7910, , 7.348, -7910, 26.0%, , , , , , , , , , , , 
2022-04-07, 17:57:39, OK, 26%, 4.32, 4047, -7910, , 7.386, -7910, 26.0%, , , , , , , , , , , , 
2022-04-07, 17:57:49, OK, 26%, 4.32, 4047, -7910, , 7.382, -7910, 26.0%, , , , , , , , , , , , 
2022-04-07, 17:57:59, OK, 26%, 4.32, 4047, -6926, , 7.382, -6926, 26.0%, , , , , , , , , , , , 
2022-04-07, 17:58:09, OK, 26%, 4.32, 4047, -7910, , 7.388, -7910, 26.0%, , , , , , , , , , , , 
2022-04-07, 17:58:19, OK, 26%, 4.32, 4047, -7910, , 7.378, -7910, 26.0%, , , , , , , , , , , , 
2022-04-07, 17:58:29, OK, 25%, 4.49, 4041, -7607, , 7.376, -7607, 25.0%, , , , , , , , , , , , 
2022-04-07, 17:58:39, OK, 25%, 4.49, 4041, -7607, , 7.358, -7607, 25.0%, , , , , , , , , , , , 
2022-04-07, 17:58:49, OK, 25%, 4.49, 4041, -7607, , 7.356, -7607, 25.0%, , , , , , , , , , , , 
2022-04-07, 17:58:59, OK, 25%, 4.49, 4041, -7607, , 7.380, -7607, 25.0%, , , , , , , , , , , , 
2022-04-07, 17:59:09, OK, 25%, 4.49, 4041, -7607, , 7.374, -7607, 25.0%, , , , , , , , , , , , 
2022-04-07, 17:59:19, OK, 25%, 4.49, 4041, -7607, , 7.376, -7607, 25.0%, , , , , , , , , , , , 
2022-04-07, 17:59:29, OK, 25%, 4.49, 4041, -7607, , 7.374, -7607, 25.0%, , , , , , , , , , , , 
2022-04-07, 17:59:39, OK, 25%, 4.49, 4041, -7607, , 7.366, -7607, 25.0%, , , , , , , , , , , , 
2022-04-07, 17:59:49, OK, 25%, 4.49, 4041, -7607, , 7.372, -7607, 25.0%, , , , , , , , , , , , 
2022-04-07, 17:59:59, OK, 25%, 4.49, 4041, -7607, , 7.366, -7607, 25.0%, , , , , , , , , , , , 
2022-04-07, 18:00:09, OK, 25%, 4.49, 4041, -7607, , 7.378, -7607, 25.0%, , , , , , , , , , , , 
2022-04-07, 18:00:19, OK, 25%, 4.49, 4041, -7607, , 7.378, -7607, 25.0%, , , , , , , , , , , , 
2022-04-07, 18:00:29, OK, 25%, 4.49, 4041, -7607, , 7.370, -7607, 25.0%, , , , , , , , , , , , 
2022-04-07, 18:00:39, OK, 25%, 4.49, 4041, -7607, , 7.364, -7607, 25.0%, , , , , , , , , , , , 
2022-04-07, 18:00:49, OK, 25%, 4.49, 4041, -7607, , 7.384, -7607, 25.0%, , , , , , , , , , , , 
2022-04-07, 18:00:59, OK, 25%, 4.49, 4041, -7607, , 7.374, -7607, 25.0%, , , , , , , , , , , , 
2022-04-07, 18:01:09, OK, 25%, 4.49, 4041, -7607, , 7.376, -7607, 25.0%, , , , , , , , , , , , 
2022-04-07, 18:01:19, OK, 25%, 4.49, 4041, -7607, , 7.376, -7607, 25.0%, , , , , , , , , , , , 
2022-04-07, 18:01:29, OK, 24%, 4.67, 4033, -7303, , 7.368, -7303, 24.0%, , , , , , , , , , , , 
2022-04-07, 18:01:39, OK, 24%, 4.67, 4033, -7303, , 7.360, -7303, 24.0%, , , , , , , , , , , , 
2022-04-07, 18:01:49, OK, 24%, 4.67, 4033, -7303, , 7.374, -7303, 24.0%, , , , , , , , , , , , 
2022-04-07, 18:01:59, OK, 24%, 4.67, 4033, -7303, , 7.360, -7303, 24.0%, , , , , , , , , , , , 
2022-04-07, 18:02:09, OK, 24%, 4.67, 4033, -7303, , 7.366, -7303, 24.0%, , , , , , , , , , , , 
2022-04-07, 18:02:19, OK, 24%, 4.67, 4033, -7303, , 7.370, -7303, 24.0%, , , , , , , , , , , , 
2022-04-07, 18:02:29, OK, 24%, 4.86, 4201, -7303, , 7.368, -7303, 24.0%, , , , , , , , , , , , 
2022-04-07, 18:02:39, OK, 24%, 4.86, 4201, -8524, , 7.344, -8524, 24.0%, , , , , , , , , , , , 
2022-04-07, 18:02:49, OK, 24%, 4.86, 4201, -8524, , 7.362, -8524, 24.0%, , , , , , , , , , , , 
2022-04-07, 18:02:59, OK, 24%, 4.86, 4201, -8524, , 7.368, -8524, 24.0%, , , , , , , , , , , , 
2022-04-07, 18:03:09, OK, 24%, 4.86, 4201, -7303, , 7.376, -7303, 24.0%, , , , , , , , , , , , 
2022-04-07, 18:03:19, OK, 24%, 4.86, 4201, -7303, , 7.368, -7303, 24.0%, , , , , , , , , , , , 
2022-04-07, 18:03:29, OK, 24%, 4.86, 4201, -7303, , 7.368, -7303, 24.0%, , , , , , , , , , , , 
2022-04-07, 18:03:39, OK, 24%, 4.86, 4201, -7303, , 7.352, -7303, 24.0%, , , , , , , , , , , , 
2022-04-07, 18:03:49, OK, 24%, 4.86, 4201, -7303, , 7.354, -7303, 24.0%, , , , , , , , , , , , 
2022-04-07, 18:03:59, OK, 24%, 4.86, 4201, -7303, , 7.366, -7303, 24.0%, , , , , , , , , , , , 
2022-04-07, 18:04:09, OK, 24%, 4.86, 4201, -7303, , 7.366, -7303, 24.0%, , , , , , , , , , , , 
2022-04-07, 18:04:19, OK, 24%, 4.86, 4201, -7303, , 7.364, -7303, 24.0%, , , , , , , , , , , , 
2022-04-07, 18:04:29, OK, 23%, 4.86, 4026, -8169, , 7.318, -8169, 23.0%, , , , , , , , , , , , 
2022-04-07, 18:04:39, OK, 23%, 4.86, 4026, -8169, , 7.338, -8169, 23.0%, , , , , , , , , , , , 
2022-04-07, 18:04:49, OK, 23%, 4.86, 4026, -7000, , 7.364, -7000, 23.0%, , , , , , , , , , , , 
2022-04-07, 18:04:59, OK, 23%, 4.86, 4026, -7000, , 7.368, -7000, 23.0%, , , , , , , , , , , , 
2022-04-07, 18:05:09, OK, 23%, 4.86, 4026, -7000, , 7.358, -7000, 23.0%, , , , , , , , , , , , 
2022-04-07, 18:05:19, OK, 23%, 4.86, 4026, -7000, , 7.366, -7000, 23.0%, , , , , , , , , , , , 
2022-04-07, 18:05:29, OK, 23%, 4.86, 4026, -7000, , 7.364, -7000, 23.0%, , , , , , , , , , , , 
2022-04-07, 18:05:39, OK, 23%, 4.86, 4026, -7000, , 7.364, -7000, 23.0%, , , , , , , , , , , , 
2022-04-07, 18:05:49, OK, 23%, 4.86, 4026, -7000, , 7.364, -7000, 23.0%, , , , , , , , , , , , 
2022-04-07, 18:05:59, OK, 23%, 4.86, 4026, -7000, , 7.362, -7000, 23.0%, , , , , , , , , , , , 
2022-04-07, 18:06:09, OK, 23%, 4.86, 4026, -7000, , 7.362, -7000, 23.0%, , , , , , , , , , , , 
2022-04-07, 18:06:19, OK, 23%, 4.86, 4026, -8169, , 7.368, -8169, 23.0%, , , , , , , , , , , , 
2022-04-07, 18:06:29, OK, 23%, 4.86, 4026, -8169, , 7.370, -8169, 23.0%, , , , , , , , , , , , 
2022-04-07, 18:06:39, OK, 23%, 4.86, 4026, -7000, , 7.362, -7000, 23.0%, , , , , , , , , , , , 
2022-04-07, 18:06:49, OK, 23%, 4.86, 4026, -8169, , 7.362, -8169, 23.0%, , , , , , , , , , , , 
2022-04-07, 18:06:59, OK, 23%, 4.86, 4026, -7000, , 7.352, -7000, 23.0%, , , , , , , , , , , , 
2022-04-07, 18:07:09, OK, 23%, 4.86, 4026, -7000, , 7.352, -7000, 23.0%, , , , , , , , , , , , 
2022-04-07, 18:07:19, OK, 23%, 4.86, 4026, -7000, , 7.342, -7000, 23.0%, , , , , , , , , , , , 
2022-04-07, 18:07:29, OK, 22%, 5.07, 4018, -6697, , 7.348, -6697, 22.0%, , , , , , , , , , , , 
2022-04-07, 18:07:39, OK, 22%, 5.07, 4018, -6697, , 7.362, -6697, 22.0%, , , , , , , , , , , , 
2022-04-07, 18:07:49, OK, 22%, 5.07, 4018, -7814, , 7.360, -7814, 22.0%, , , , , , , , , , , , 
2022-04-07, 18:07:59, OK, 22%, 5.07, 4018, -7814, , 7.320, -7814, 22.0%, , , , , , , , , , , , 
2022-04-07, 18:08:09, OK, 22%, 5.07, 4018, -7814, , 7.360, -7814, 22.0%, , , , , , , , , , , , 
2022-04-07, 18:08:19, OK, 22%, 5.07, 4018, -7814, , 7.366, -7814, 22.0%, , , , , , , , , , , , 
2022-04-07, 18:08:29, OK, 22%, 5.07, 4018, -7814, , 7.352, -7814, 22.0%, , , , , , , , , , , , 
2022-04-07, 18:08:39, OK, 22%, 5.07, 4018, -6697, , 7.368, -6697, 22.0%, , , , , , , , , , , , 
2022-04-07, 18:08:49, OK, 22%, 5.07, 4018, -7814, , 7.354, -7814, 22.0%, , , , , , , , , , , , 
2022-04-07, 18:08:59, OK, 22%, 5.07, 4018, -6697, , 7.362, -6697, 22.0%, , , , , , , , , , , , 
2022-04-07, 18:09:09, OK, 22%, 5.07, 4018, -6697, , 7.358, -6697, 22.0%, , , , , , , , , , , , 
2022-04-07, 18:09:19, OK, 22%, 5.07, 4018, -6697, , 7.366, -6697, 22.0%, , , , , , , , , , , , 
2022-04-07, 18:09:29, OK, 22%, 5.07, 4018, -6697, , 7.360, -6697, 22.0%, , , , , , , , , , , , 
2022-04-07, 18:09:39, OK, 22%, 5.07, 4018, -6697, , 7.372, -6697, 22.0%, , , , , , , , , , , , 
2022-04-07, 18:09:49, OK, 22%, 5.07, 4018, -6697, , 7.346, -6697, 22.0%, , , , , , , , , , , , 
2022-04-07, 18:09:59, OK, 22%, 5.07, 4018, -7814, , 7.346, -7814, 22.0%, , , , , , , , , , , , 
2022-04-07, 18:10:09, OK, 22%, 5.07, 4018, -7814, , 7.330, -7814, 22.0%, , , , , , , , , , , , 
2022-04-07, 18:10:19, OK, 22%, 5.07, 4018, -7814, , 7.336, -7814, 22.0%, , , , , , , , , , , , 
2022-04-07, 18:10:29, OK, 17%, 4.46, 2727, -7459, , 7.372, -7459, 21.0%, , , , , , , , , , , , 
2022-04-07, 18:10:39, OK, 21%, 4.76, 3600, -7459, , 7.352, -7459, 21.0%, , , , , , , , , , , , 
2022-04-07, 18:10:49, OK, 21%, 4.76, 3600, -7459, , 7.360, -7459, 21.0%, , , , , , , , , , , , 
2022-04-07, 18:10:59, OK, 21%, 4.76, 3600, -7459, , 7.360, -7459, 21.0%, , , , , , , , , , , , 
2022-04-07, 18:11:09, OK, 21%, 4.76, 3600, -7459, , 7.358, -7459, 21.0%, , , , , , , , , , , , 
2022-04-07, 18:11:19, OK, 21%, 4.76, 3600, -7459, , 7.356, -7459, 21.0%, , , , , , , , , , , , 
2022-04-07, 18:11:29, OK, 21%, 4.76, 3600, -7459, , 7.342, -7459, 21.0%, , , , , , , , , , , , 
2022-04-07, 18:11:39, OK, 21%, 4.76, 3600, -7459, , 7.358, -7459, 21.0%, , , , , , , , , , , , 
2022-04-07, 18:11:49, OK, 21%, 4.76, 3600, -7459, , 7.338, -7459, 21.0%, , , , , , , , , , , , 
2022-04-07, 18:11:59, OK, 21%, 4.76, 3600, -7459, , 7.350, -7459, 21.0%, , , , , , , , , , , , 
2022-04-07, 18:12:09, OK, 21%, 4.76, 3600, -7459, , 7.360, -7459, 21.0%, , , , , , , , , , , , 
2022-04-07, 18:12:19, OK, 21%, 4.76, 3600, -7459, , 7.346, -7459, 21.0%, , , , , , , , , , , , 
2022-04-07, 18:12:29, OK, 21%, 4.76, 3600, -7459, , 7.316, -7459, 21.0%, , , , , , , , , , , , 
2022-04-07, 18:12:39, OK, 21%, 4.76, 3600, -7459, , 7.358, -7459, 21.0%, , , , , , , , , , , , 
2022-04-07, 18:12:49, OK, 21%, 4.76, 3600, -7459, , 7.364, -7459, 21.0%, , , , , , , , , , , , 
2022-04-07, 18:12:59, OK, 21%, 4.76, 3600, -6393, , 7.338, -6393, 21.0%, , , , , , , , , , , , 
2022-04-07, 18:13:09, OK, 21%, 4.76, 3600, -7459, , 7.336, -7459, 21.0%, , , , , , , , , , , , 
2022-04-07, 18:13:19, OK, 21%, 4.76, 3600, -7459, , 7.326, -7459, 21.0%, , , , , , , , , , , , 
2022-04-07, 18:13:29, OK, 21%, 4.76, 3600, -7459, , 7.356, -7459, 21.0%, , , , , , , , , , , , 
2022-04-07, 18:13:39, OK, 20%, 4.76, 3428, -7104, , 7.362, -7104, 20.0%, , , , , , , , , , , , 
2022-04-07, 18:13:49, OK, 20%, 4.76, 3428, -6082, , 7.314, -6082, 20.0%, , , , , , , , , , , , 
2022-04-07, 18:13:59, OK, 20%, 4.76, 3428, -6082, , 7.366, -6082, 20.0%, , , , , , , , , , , , 
2022-04-07, 18:14:09, OK, 20%, 4.76, 3428, -6082, , 7.372, -6082, 20.0%, , , , , , , , , , , , 
2022-04-07, 18:14:19, OK, 20%, 4.76, 3428, -6082, , 7.360, -6082, 20.0%, , , , , , , , , , , , 
2022-04-07, 18:14:29, OK, 20%, 4.76, 3428, -6082, , 7.368, -6082, 20.0%, , , , , , , , , , , , 
2022-04-07, 18:14:39, OK, 20%, 4.76, 3428, -6082, , 7.358, -6082, 20.0%, , , , , , , , , , , , 
2022-04-07, 18:14:49, OK, 20%, 4.76, 3428, -6082, , 7.366, -6082, 20.0%, , , , , , , , , , , , 
2022-04-07, 18:14:59, OK, 20%, 4.76, 3428, -6082, , 7.360, -6082, 20.0%, , , , , , , , , , , , 
2022-04-07, 18:15:09, OK, 20%, 4.76, 3428, -6082, , 7.360, -6082, 20.0%, , , , , , , , , , , , 
2022-04-07, 18:15:19, OK, 20%, 4.76, 3428, -7104, , 7.354, -7104, 20.0%, , , , , , , , , , , , 
2022-04-07, 18:15:29, OK, 20%, 4.76, 3428, -6082, , 7.356, -6082, 20.0%, , , , , , , , , , , , 
2022-04-07, 18:15:39, OK, 20%, 4.76, 3428, -6082, , 7.364, -6082, 20.0%, , , , , , , , , , , , 
2022-04-07, 18:15:49, OK, 20%, 4.76, 3428, -6082, , 7.362, -6082, 20.0%, , , , , , , , , , , , 
2022-04-07, 18:15:59, OK, 20%, 4.76, 3428, -6082, , 7.358, -6082, 20.0%, , , , , , , , , , , , 
2022-04-07, 18:16:09, OK, 20%, 4.76, 3428, -6082, , 7.376, -6082, 20.0%, , , , , , , , , , , , 
2022-04-07, 18:16:19, OK, 20%, 4.76, 3428, -6082, , 7.364, -6082, 20.0%, , , , , , , , , , , , 
2022-04-07, 18:16:29, OK, 20%, 4.76, 3428, -6082, , 7.360, -6082, 20.0%, , , , , , , , , , , , 
2022-04-07, 18:16:39, OK, 20%, 4.76, 3428, -6082, , 7.372, -6082, 20.0%, , , , , , , , , , , , 
